Reaction ID,Transcript abundance,Subsystem,Stoichiometry,Lower bound,Upper bound,RegrEx (no hexose uptake),FVA_min (no hexose uptake),FVA_max (no hexose uptake),Parsimonious (no hexose uptake),RegrEx (hexose uptake),Parsimonious (hexose uptake)
2_KETOGLUTARATE_xc_MC_l,,,2_KETOGLUTARATE_x_MC_l <=> 2_KETOGLUTARATE_c_MC_l,-1000,1000,0.710432617,0.710432618,0.710432617,1.087982327,0.711011531,1.07314316
H_mc_MC_l,,,PROTON_c_MC_l --> PROTON_m_MC_l,0,1000,0.681499989,0.351850778,0.681499991,1.087774337,0.681508402,1.072934126
INORGPYROPHOSPHAT_RXN_c_MC_d,,NA,0.65 PPI_c_MC_d + WATER_c_MC_d + 0.35 aPPI_c_MC_d --> 0.75 PROTON_c_MC_d + 1.4 Pi_c_MC_d + 0.6 aPi_c_MC_d,0,1000,0.678218348,0,0.678218347,0,0.659010381,0
MALATE_DEH_RXN_m_MC_l,0.373725306,"aspartatedegradationII, gluconeogenesis, superpathwayofglyoxylatecycle, glyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",MAL_m_MC_l + NAD_m_MC_l <=> NADH_m_MC_l + OXALACETIC_ACID_m_MC_l + PROTON_m_MC_l,-1000,1000,0.591366214,0.490912223,0.631388301,0.659532309,0.595207971,0.690765752
1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c_MC_l,0.373725306,glycolysisIV(plantcytosol),GAP_c_MC_l + NADP_c_MC_l + WATER_c_MC_l --> G3P_c_MC_l + NADPH_c_MC_l + 2.0 PROTON_c_MC_l,0,1000,0.521183087,0.373725306,0.609528999,0.836688889,0.520276673,0.836688889
PLASTOQUINOL_PLASTOCYANIN_REDUCTASE_RXN_p_CC_l,,NA,2.0 Oxidized_Plastocyanins_p_CC_l + PLASTOQUINOL_1_p_CC_l + 2.0 PROTON_p_CC_l --> PLASTOQUINONE_p_CC_l + 4.0 PROTON_l_CC_l + 2.0 Plastocyanin_Reduced_p_CC_l,0,10,0.5,0.5,0.5,0.5,0.5,0.5
CITSYN_RXN_m_MC_d,,"glyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",ACETYL_COA_m_MC_d + OXALACETIC_ACID_m_MC_d + WATER_m_MC_d --> CIT_m_MC_d + CO_A_m_MC_d + PROTON_m_MC_d,0,1000,0.47000189,0.47000189,0.470001878,0.718672362,0.463456294,0.701568972
PYRUVDEH_RXN_m_MC_d,,"superpathwayofglycolysis,pyruvatedehydrogenase,TCA,andglyoxylatebypass, pyruvatefermentationtoacetateII",CO_A_m_MC_d + NAD_m_MC_d + PYRUVATE_m_MC_d --> ACETYL_COA_m_MC_d + CARBON_DIOXIDE_m_MC_d + NADH_m_MC_d,0,1000,0.47000189,0.47000189,0.47000187,0.718672362,0.463456294,0.701568972
1_PERIOD_18_PERIOD_1_PERIOD_2_RXN_p_CC_l,0.033502623,photosynthesislightreactions,NADP_p_CC_l + PROTON_p_CC_l + 2.0 Reduced_ferredoxins_p_CC_l <=> NADPH_p_CC_l + 2.0 Oxidized_ferredoxins_p_CC_l,-10,10,0.464837789,0.464837789,0.464837789,0.5,0.464837789,0.5
GAP_3PGA_pc_MC_l,,,G3P_c_MC_l + GAP_p_MC_l <=> G3P_p_MC_l + GAP_c_MC_l,-1000,1000,0.440800844,-999.3475704,1000,0.14833722,0.215905991,0.45415675
CIT_PROTON_rev_vc_MC_l,,,0.5 CIT_v_MC_l + 2.5 PROTON_v_MC_l + 0.5 aCIT_v_MC_l --> CIT_c_MC_l + 3.0 PROTON_c_MC_l,0,1000,0.431039797,0,0.431039798,0,0.423671151,0
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mi_pSE_l,0.016091875,aerobicrespiration--electrondonorII,2.0 Cytochromes_C_Oxidized_mi_pSE_l + 2.0 PROTON_m_pSE_l + UBIQUINOL_mi_pSE_l --> 2.0 Cytochromes_C_Reduced_mi_pSE_l + 4.0 PROTON_i_pSE_l + UBIQUINONE_mi_pSE_l,0,60,0.428603736,0.428603738,0.428603736,0.440940694,0.436104238,0.442800463
F16BDEPHOS_RXN_p_MC_l,0.425244759,"glycolysisI, gluconeogenesis, formaldehydeassimilationIII(dihydroxyacetonecycle), Calvin-Benson-Basshamcycle",FRUCTOSE_16_DIPHOSPHATE_p_MC_l + WATER_p_MC_l --> FRUCTOSE_6P_p_MC_l + Pi_p_MC_l,0,1000,0.425244759,0.425244759,0.425244757,2.298349087,0.425244759,2.339869028
GLUTATHIONE_REDUCT_NADPH_RXN_p_MC_l,,"ascorbateglutathionecycle, glutathioneredoxreactionsI, glutathioneredoxreactionsII",NADPH_p_MC_l + 0.91 OXIDIZED_GLUTATHIONE_p_MC_l + 1.09 PROTON_p_MC_l + 0.09 bOXIDIZED_GLUTATHIONE_p_MC_l --> 2.0 GLUTATHIONE_p_MC_l + NADP_p_MC_l,0,1000,0.422417393,0.422417393,0.422417393,0.00020799,0.422418103,0.000209033
1_PERIOD_8_PERIOD_5_PERIOD_1_RXN_p_MC_l,0.648720775,ascorbateglutathionecycle,2.0 GLUTATHIONE_p_MC_l + L_DEHYDRO_ASCORBATE_p_MC_l --> ASCORBATE_p_MC_l + 0.91 OXIDIZED_GLUTATHIONE_p_MC_l + 0.09 PROTON_p_MC_l + 0.09 bOXIDIZED_GLUTATHIONE_p_MC_l,0,1000,0.42227596,0.42227596,0.42227596,0,0.42227596,0
L_ASCORBATE_PEROXIDASE_RXN_p_MC_l,0.682252553,NA,ASCORBATE_p_MC_l + HYDROGEN_PEROXIDE_p_MC_l --> L_DEHYDRO_ASCORBATE_p_MC_l + 2.0 WATER_p_MC_l,0,1000,0.42227596,0.42227596,0.42227596,0,0.42227596,0
SUPEROX_DISMUT_RXN_p_MC_l,0.42227596,removalofsuperoxideradicals,2.0 PROTON_p_MC_l + 2.0 SUPER_OXIDE_p_MC_l --> HYDROGEN_PEROXIDE_p_MC_l + OXYGEN_MOLECULE_p_MC_l,0,1000,0.42227596,0.42227596,0.422275964,0,0.42227596,0
NADPHox_balance_MC_l,,,NADPHoxc_bal_c_MC_d + NADPHoxc_bal_c_MC_l + NADPHoxm_bal_m_MC_d + NADPHoxm_bal_m_MC_l + NADPHoxp_bal_p_MC_d + NADPHoxp_bal_p_MC_l <=> ,-1000,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
NADPHoxc_tx_MC_d,,,3.0 ATPase_NADPHoxidase_constraint_c_MC_d + NADPH_c_MC_d + 0.5 OXYGEN_MOLECULE_c_MC_d + PROTON_c_MC_d --> NADPHoxc_bal_c_MC_d + NADP_c_MC_d + WATER_c_MC_d,0,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
NADPHoxc_tx_MC_l,,,3.0 ATPase_NADPHoxidase_constraint_c_MC_l + NADPH_c_MC_l + 0.5 OXYGEN_MOLECULE_c_MC_l + PROTON_c_MC_l --> NADPHoxc_bal_c_MC_l + NADP_c_MC_l + WATER_c_MC_l,0,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
NADPHoxm_tx_MC_d,,,3.0 ATPase_NADPHoxidase_constraint_c_MC_d + NADPH_m_MC_d + 0.5 OXYGEN_MOLECULE_m_MC_d + PROTON_m_MC_d --> NADPHoxm_bal_m_MC_d + NADP_m_MC_d + WATER_m_MC_d,0,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
NADPHoxm_tx_MC_l,,,3.0 ATPase_NADPHoxidase_constraint_c_MC_l + NADPH_m_MC_l + 0.5 OXYGEN_MOLECULE_m_MC_l + PROTON_m_MC_l --> NADPHoxm_bal_m_MC_l + NADP_m_MC_l + WATER_m_MC_l,0,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
NADPHoxp_tx_MC_d,,,3.0 ATPase_NADPHoxidase_constraint_c_MC_d + NADPH_p_MC_d + 0.5 OXYGEN_MOLECULE_p_MC_d + PROTON_p_MC_d --> NADPHoxp_bal_p_MC_d + NADP_p_MC_d + WATER_p_MC_d,0,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
NADPHoxp_tx_MC_l,,,3.0 ATPase_NADPHoxidase_constraint_c_MC_l + NADPH_p_MC_l + 0.5 OXYGEN_MOLECULE_p_MC_l + PROTON_p_MC_l --> NADPHoxp_bal_p_MC_l + NADP_p_MC_l + WATER_p_MC_l,0,1000,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444,0.418344444
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mi_pSE_d,,aerobicrespiration--electrondonorII,2.0 Cytochromes_C_Oxidized_mi_pSE_d + 2.0 PROTON_m_pSE_d + UBIQUINOL_mi_pSE_d --> 2.0 Cytochromes_C_Reduced_mi_pSE_d + 4.0 PROTON_i_pSE_d + UBIQUINONE_mi_pSE_d,0,60,0.413520251,0.413520254,0.41352025,0.422412784,0.413518672,0.420202324
ISOCITDEH_RXN_m_MC_d,,TCAcyclevariationIV,NADP_m_MC_d + THREO_DS_ISO_CITRATE_m_MC_d <=> 2_KETOGLUTARATE_m_MC_d + CARBON_DIOXIDE_m_MC_d + NADPH_m_MC_d,-1000,1000,0.411191967,0.411191975,0.411191966,0.418344444,0.411156083,0.418344444
CO2_mc_pSE_l,,,CARBON_DIOXIDE_m_pSE_l <=> CARBON_DIOXIDE_c_pSE_l,-60,60,0.409765757,0.409765759,0.409765756,0.33803604,0.417919434,0.335765597
H2O_mc_CC_d,,,WATER_m_CC_d <=> WATER_c_CC_d,-10,10,0.404832548,-10,10,0.361382557,0.488208879,0.414620957
O2_ec_pSE_l,,,OXYGEN_MOLECULE_e_l <=> OXYGEN_MOLECULE_c_pSE_l,-60,60,0.40355111,-49.59644889,0.403551109,0.408725347,0.407306349,0.409655232
O2_ec_pSE_d,,,OXYGEN_MOLECULE_e_d <=> OXYGEN_MOLECULE_c_pSE_d,-60,60,0.395015125,-49.60498487,0.395015125,0.399461392,0.395014336,0.398356162
Mitochondrial_ATP_Synthase_m_pSE_l,0.05,,2.4 ADP_m_pSE_l + 10.0 PROTON_i_pSE_l + 3.0 Pi_m_pSE_l + 0.6 aADP_m_pSE_l --> 2.7 ATP_m_pSE_l + 7.3 PROTON_m_pSE_l + 3.0 WATER_m_pSE_l + 0.3 aATP_m_pSE_l,0,60,0.384062495,0.384062496,0.384062495,0.411115959,0.389931062,0.411113945
Mitochondrial_ATP_Synthase_m_pSE_d,,,2.4 ADP_m_pSE_d + 10.0 PROTON_i_pSE_d + 3.0 Pi_m_pSE_d + 0.6 aADP_m_pSE_d --> 2.7 ATP_m_pSE_d + 7.3 PROTON_m_pSE_d + 3.0 WATER_m_pSE_d + 0.3 aATP_m_pSE_d,0,60,0.380683512,0.380683514,0.380683512,0.388158023,0.380683288,0.386983301
GLUTAMATE_DEHYDROGENASE_RXN_m_MC_l,0.373725306,alaninedegradationII(toD-lactate),GLT_m_MC_l + NAD_m_MC_l + WATER_m_MC_l --> 2_KETOGLUTARATE_m_MC_l + AMMONIUM_m_MC_l + NADH_m_MC_l + PROTON_m_MC_l,0,1000,0.373725306,0.373725306,0.373725306,0,0.373725306,0
GLYCINE_AMINOTRANSFERASE_RXN_x_MC_l,0.373725306,photorespiration,GLT_x_MC_l + GLYOX_x_MC_l <=> 2_KETOGLUTARATE_x_MC_l + GLY_x_MC_l,-1000,1000,0.373725306,-0.010711179,0.373725306,1.087982327,0.373725306,1.07314316
INORGPYROPHOSPHAT_RXN_p_MC_l,0.375191359,NA,0.55 PPI_p_MC_l + WATER_p_MC_l + 0.45 bPPI_p_MC_l --> 0.55 PROTON_p_MC_l + 2.0 Pi_p_MC_l,0,1000,0.370883875,0.370883875,0.370883875,0.301221761,0.370948131,0.342743788
OAA_MAL_mc_MC_d,,,MAL_c_MC_d + OXALACETIC_ACID_m_MC_d <=> MAL_m_MC_d + OXALACETIC_ACID_c_MC_d,-1000,1000,0.368424874,-1000,1000,0.383443415,0.363317282,0.38531275
2PGADEHYDRAT_RXN_c_MC_d,,"Rubiscoshunt, glycolysisI, gluconeogenesis, glycolysisIV(plantcytosol)",2_PG_c_MC_d <=> PHOSPHO_ENOL_PYRUVATE_c_MC_d + WATER_c_MC_d,-1000,1000,0.368303646,0.368303648,0.368303646,0.372235469,0.363195445,0.364397092
3PGAREARR_RXN_c_MC_d,,"Rubiscoshunt, glycolysisI, gluconeogenesis, glycolysisIV(plantcytosol)",G3P_c_MC_d <=> 2_PG_c_MC_d,-1000,1000,0.368303646,0.368303649,0.368303646,0.372235469,0.363195445,0.364397092
PEPDEPHOS_RXN_c_MC_d,,"Rubiscoshunt, glycolysisI, glycolysisIV(plantcytosol)",0.5 ADP_c_MC_d + PHOSPHO_ENOL_PYRUVATE_c_MC_d + 0.85 PROTON_c_MC_d + 0.5 aADP_c_MC_d --> 0.65 ATP_c_MC_d + PYRUVATE_c_MC_d + 0.35 aATP_c_MC_d,0,1000,0.368243032,0,0.368303646,0.29237193,0.286587996,0.285637907
GAP_Pi_pc_MC_l,,,GAP_p_MC_l + 0.7 Pi_c_MC_l + 0.3 aPi_c_MC_l <=> GAP_c_MC_l + 0.3 PROTON_c_MC_l + Pi_p_MC_l,-1000,1000,0.359086579,-999.3475704,1000,0.985132622,0.583338978,0.887250443
OAA_ACONITATE_mc_MC_l,,,CIS_ACONITATE_c_MC_l + OXALACETIC_ACID_m_MC_l + PROTON_c_MC_l <=> CIS_ACONITATE_m_MC_l + OXALACETIC_ACID_c_MC_l + PROTON_m_MC_l,-1000,1000,0.355617432,-1000,1000,0,0,0.418344444
CO2_mc_pSE_d,,,CARBON_DIOXIDE_m_pSE_d <=> CARBON_DIOXIDE_c_pSE_d,-60,60,0.35477234,0.354772348,0.354787494,0.357642036,0.354792504,0.357799164
ALANINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_MC_l,,glycinebiosynthesisIII,GLYOX_x_MC_l + L_ALPHA_ALANINE_x_MC_l --> GLY_x_MC_l + PYRUVATE_x_MC_l,0,1000,0.336707311,0.336707312,0.721143796,0,0.337286226,0
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mi_SE_l,0.016091875,aerobicrespiration--electrondonorII,2.0 Cytochromes_C_Oxidized_mi_SE_l + 2.0 PROTON_m_SE_l + UBIQUINOL_mi_SE_l --> 2.0 Cytochromes_C_Reduced_mi_SE_l + 4.0 PROTON_i_SE_l + UBIQUINONE_mi_SE_l,0,50,0.333152705,0.268283816,0.369781736,0.27655213,0.346302805,0.278929011
GLUC1PADENYLTRANS_RXN_p_MC_l,0.373725306,"starchbiosynthesis, glycogenbiosynthesisI(fromADP-D-Glucose)",0.9 ATP_p_MC_l + GLC_1_P_p_MC_l + 0.45 PROTON_p_MC_l + 0.1 aATP_p_MC_l --> ADP_D_GLUCOSE_p_MC_l + 0.55 PPI_p_MC_l + 0.45 bPPI_p_MC_l,0,1000,0.331651815,0.331651816,0.331651815,0.300805781,0.332292046,0.342325722
GLYCOGENSYN_RXN_p_MC_l,0.373725306,"starchbiosynthesis, glycogenbiosynthesisI(fromADP-D-Glucose)",ADP_D_GLUCOSE_p_MC_l --> 0.8 ADP_p_MC_l + 0.8 PROTON_p_MC_l + STARCH_p_MC_l + 0.2 aADP_p_MC_l,0,1000,0.331651815,0.331651816,0.331651814,0.300805781,0.332292046,0.342325722
STARCH_p_dielTransfer_MC,,dieltransfer,STARCH_p_MC_l <=> STARCH_p_MC_d + 10.0 sucrose_starch_bal_c_MC_l,-1000,1000,0.331651815,0.331651815,0.331651816,0.300805781,0.332292046,0.342325722
NADH_DEHYDROG_A_RXN_mi_pSE_d,,"aerobicrespiration--electrondonorIII, aerobicrespiration--electrondonorII, NADHtocytochromeless_thanigreater_thanboless_than/igreater_thanoxidaseelectrontransfer, NADHtocytochromeless_thanigreater_thanbdless_than/igreater_thanoxidaseelectrontransfer, NAD/NADHphosphorylationanddephosphorylation",NADH_m_pSE_d + 5.0 PROTON_m_pSE_d + UBIQUINONE_mi_pSE_d --> NAD_m_pSE_d + 4.0 PROTON_i_pSE_d + UBIQUINOL_mi_pSE_d,0,60,0.331428404,0.331428404,0.331428404,0.336775883,0.331430213,0.337154768
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mi_SE_d,,aerobicrespiration--electrondonorII,2.0 Cytochromes_C_Oxidized_mi_SE_d + 2.0 PROTON_m_SE_d + UBIQUINOL_mi_SE_d --> 2.0 Cytochromes_C_Reduced_mi_SE_d + 4.0 PROTON_i_SE_d + UBIQUINONE_mi_SE_d,0,50,0.325216057,0,0.432539043,0.33175802,0.323357491,0.327577414
O2_ec_SE_d,,,OXYGEN_MOLECULE_e_d <=> OXYGEN_MOLECULE_c_SE_d,-50,50,0.319487195,-9.595475478,50,0.322758177,0.318557912,0.320667874
NADH_DEHYDROG_A_RXN_mi_pSE_l,0.039360556,"aerobicrespiration--electrondonorIII, aerobicrespiration--electrondonorII, NADHtocytochromeless_thanigreater_thanboless_than/igreater_thanoxidaseelectrontransfer, NADHtocytochromeless_thanigreater_thanbdless_than/igreater_thanoxidaseelectrontransfer, NAD/NADHphosphorylationanddephosphorylation",NADH_m_pSE_l + 5.0 PROTON_m_pSE_l + UBIQUINONE_mi_pSE_l --> NAD_m_pSE_l + 4.0 PROTON_i_pSE_l + UBIQUINOL_mi_pSE_l,0,60,0.317250634,0.317250635,0.317250634,0.366378857,0.320671299,0.363584166
PROTON_PPi_rev_vc_MC_d,,,0.65 PPI_c_MC_d + 0.25 PROTON_c_MC_d + WATER_c_MC_d + 0.35 aPPI_c_MC_d --> PROTON_v_MC_d + 1.4 Pi_c_MC_d + 0.6 aPi_c_MC_d,0,1000,0.31195925,0.31195925,0.990177597,0.981719298,0.308030321,0.963043491
Mitochondrial_ATP_Synthase_m_SE_d,,,2.4 ADP_m_SE_d + 10.0 PROTON_i_SE_d + 3.0 Pi_m_SE_d + 0.6 aADP_m_SE_d --> 2.7 ATP_m_SE_d + 7.3 PROTON_m_SE_d + 3.0 WATER_m_SE_d + 0.3 aATP_m_SE_d,0,50,0.303465099,0,0.410788085,0.304506577,0.2991554,0.301678051
Mitochondrial_ATP_Synthase_m_SE_l,0.05,,2.4 ADP_m_SE_l + 10.0 PROTON_i_SE_l + 3.0 Pi_m_SE_l + 0.6 aADP_m_SE_l --> 2.7 ATP_m_SE_l + 7.3 PROTON_m_SE_l + 3.0 WATER_m_SE_l + 0.3 aATP_m_SE_l,0,50,0.300002349,0.268283815,0.336631381,0.27655213,0.31469601,0.27723584
2OXOGLUTARATEDEH_RXN_m_MC_d,,TCAcyclevariationIII(eukaryotic),2_KETOGLUTARATE_m_MC_d + CO_A_m_MC_d + NAD_m_MC_d --> CARBON_DIOXIDE_m_MC_d + NADH_m_MC_d + SUC_COA_m_MC_d,0,1000,0.29329489,0.293294891,0.293294892,0.030281211,0.290001437,0.036938801
ACONITATEDEHYDR_RXN_m_MC_d,,"glyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",CIT_m_MC_d <=> CIS_ACONITATE_m_MC_d + WATER_m_MC_d,-1000,1000,0.29329489,-999.7067051,1000,0.041489157,0.290001437,0.054067232
ACONITATEHYDR_RXN_m_MC_d,,"glyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",CIS_ACONITATE_m_MC_d + WATER_m_MC_d <=> THREO_DS_ISO_CITRATE_m_MC_d,-1000,1000,0.29329489,-999.7067051,1000,0.041489157,0.290001437,0.054067232
FUMHYDR_RXN_m_MC_d,,"superpathwayofglyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",FUM_m_MC_d + WATER_m_MC_d <=> MAL_m_MC_d,-1000,1000,0.29329489,-999.7067051,1000,0.030281211,0.290001437,0.036938801
SUCCCOASYN_RXN_m_MC_d,,"TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",0.8 ADP_m_MC_d + Pi_m_MC_d + SUC_COA_m_MC_d + 0.2 aADP_m_MC_d --> 0.9 ATP_m_MC_d + CO_A_m_MC_d + 0.1 PROTON_m_MC_d + SUC_m_MC_d + 0.1 aATP_m_MC_d,0,1000,0.29329489,0,0.29329489,0.030281211,0.290001437,0.036938801
SUCCINATE_DEHYDROGENASE_UBIQUINONE_RXN_mi_MC_d,,"aerobicrespiration--electrondonorIII, aerobicrespiration--electrondonorII, superpathwayofglyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",SUC_m_MC_d + UBIQUINONE_mi_MC_d --> FUM_m_MC_d + UBIQUINOL_mi_MC_d,0,1000,0.29329489,0.293294889,0.29329489,0.030281211,0.290001437,0.036938801
GAPOXNPHOSPHN_RXN_c_MC_d,,"glycolysisI, gluconeogenesis, glycolysisIV(plantcytosol), formaldehydeassimilationIII(dihydroxyacetonecycle)",GAP_c_MC_d + NAD_c_MC_d + 0.7 Pi_c_MC_d + 0.3 aPi_c_MC_d <=> DPG_c_MC_d + NADH_c_MC_d + 1.3 PROTON_c_MC_d,-1000,1000,0.29326078,0.293200166,0.661503813,0.372235469,0.363134527,0.364397092
2KG_MAL_mc_MC_l,,,2_KETOGLUTARATE_m_MC_l + MAL_c_MC_l <=> 2_KETOGLUTARATE_c_MC_l + MAL_m_MC_l,-1000,1000,0.281023639,-1000,1000,0,0,0.043264012
H2O_mc_CC_l,,,WATER_m_CC_l <=> WATER_c_CC_l,-10,10,0.28036383,-10,10,0.150564267,0.244934123,0.152993145
MAL_PROTON_vc_MC_l,,,MAL_c_MC_l + 0.3 PROTON_v_MC_l --> 0.7 MAL_v_MC_l + 0.3 aMAL_v_MC_l,0,1000,0.278465858,0,0.704141803,0.346436892,0.273776624,0.33717188
MAL_v_dielTransfer_MC,,,0.7 MAL_v_MC_l + 0.3 aMAL_v_MC_l <=> 0.7 MAL_v_MC_d + 0.3 aMAL_v_MC_d,-1000,1000,0.278465858,0.278465858,0.278465735,1.023620097,0.273776624,0.984673619
ACONITATEDEHYDR_RXN_c_MC_l,0.373725306,"glyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",CIT_c_MC_l <=> CIS_ACONITATE_c_MC_l + WATER_c_MC_l,-1000,1000,0.275216153,-0.098509153,0.275216149,0.677183205,0.173454857,0.647501739
CO2_mc_SE_d,,,CARBON_DIOXIDE_m_SE_d <=> CARBON_DIOXIDE_c_SE_d,-50,50,0.274291257,0.156879167,0.317334223,0.293708351,0.283067369,0.285920587
NADH_DEHYDROG_A_RXN_mi_SE_d,,"aerobicrespiration--electrondonorIII, aerobicrespiration--electrondonorII, NADHtocytochromeless_thanigreater_thanboless_than/igreater_thanoxidaseelectrontransfer, NADHtocytochromeless_thanigreater_thanbdless_than/igreater_thanoxidaseelectrontransfer, NAD/NADHphosphorylationanddephosphorylation",NADH_m_SE_d + 5.0 PROTON_m_SE_d + UBIQUINONE_mi_SE_d --> NAD_m_SE_d + 4.0 PROTON_i_SE_d + UBIQUINOL_mi_SE_d,0,50,0.270838662,0,0.378161648,0.263629414,0.262852265,0.262829007
ACONITATEHYDR_RXN_m_MC_l,0.373725306,"glyoxylatecycle, TCAcyclevariationIII(eukaryotic), TCAcyclevariationIV",CIS_ACONITATE_m_MC_l + WATER_m_MC_l <=> THREO_DS_ISO_CITRATE_m_MC_l,-1000,1000,0.257108279,-0.098509153,0.275216122,0.418344444,0.273590081,0.647501739
CIT_PROTON_vc_MC_l,,,CIT_c_MC_l + 0.5 PROTON_v_MC_l --> 0.5 CIT_v_MC_l + 0.5 aCIT_v_MC_l,0,1000,0.254332797,0,0.56331344,0,0.250216294,0
NADH_DEHYDROG_A_RXN_mi_SE_l,0.039360556,"aerobicrespiration--electrondonorIII, aerobicrespiration--electrondonorII, NADHtocytochromeless_thanigreater_thanboless_than/igreater_thanoxidaseelectrontransfer, NADHtocytochromeless_thanigreater_thanbdless_than/igreater_thanoxidaseelectrontransfer, NAD/NADHphosphorylationanddephosphorylation",NADH_m_SE_l + 5.0 PROTON_m_SE_l + UBIQUINONE_mi_SE_l --> NAD_m_SE_l + 4.0 PROTON_i_SE_l + UBIQUINOL_mi_SE_l,0,50,0.250276815,0.218558281,0.320367772,0.27655213,0.267285817,0.274696083
PSII_RXN_p_CC_l,0.005589388,photosynthesislightreactions,2.0 PLASTOQUINONE_p_CC_l + 4.0 PROTON_p_CC_l + 4.0 Photon_p_CC_l + 2.0 WATER_p_CC_l --> OXYGEN_MOLECULE_p_CC_l + 2.0 PLASTOQUINOL_1_p_CC_l + 4.0 PROTON_l_CC_l,0,10,0.25,0.25,0.25,0.25,0.25,0.25
GAP_3PGA_pc_CC_l,,,G3P_c_CC_l + GAP_p_CC_l <=> G3P_p_CC_l + GAP_c_CC_l,-10,10,0.247022616,-10,10,0.476105788,0.236249772,0.504979306
PHOSGLYPHOS_RXN_p_CC_l,0.039735367,"glycolysisI, gluconeogenesis, glycolysisIV(plantcytosol), formaldehydeassimilationIII(dihydroxyacetonecycle), Calvin-Benson-Basshamcycle",0.9 ATP_p_CC_l + G3P_p_CC_l + 0.1 PROTON_p_CC_l + 0.1 aATP_p_CC_l <=> 0.8 ADP_p_CC_l + DPG_p_CC_l + 0.2 aADP_p_CC_l,-10,10,0.246939271,0.242034669,0.246939268,0.567325198,0.236082246,0.571849798
1_PERIOD_2_PERIOD_1_PERIOD_13_RXN_p_CC_l,,Calvin-Benson-Basshamcycle,DPG_p_CC_l + NADPH_p_CC_l + PROTON_p_CC_l --> GAP_p_CC_l + NADP_p_CC_l + Pi_p_CC_l,0,10,0.246651354,0.242034669,0.251722645,0.474822084,0.236082246,0.477268666
O2_pc_CC_l,,,OXYGEN_MOLECULE_p_CC_l <=> OXYGEN_MOLECULE_c_CC_l,-10,10,0.239541389,0.239541389,0.239541389,0.239541389,0.239541389,0.239541389
DHAP_Pi_pc_MC_l,,,DIHYDROXY_ACETONE_PHOSPHATE_p_MC_l + 0.7 Pi_c_MC_l + 0.3 aPi_c_MC_l <=> DIHYDROXY_ACETONE_PHOSPHATE_c_MC_l + 0.3 PROTON_c_MC_l + Pi_p_MC_l,-1000,1000,0.225535563,-1000,1000,0,0,0
ATP_ADP_mc_CC_d,,,0.5 ADP_c_CC_d + 0.9 ATP_m_CC_d + 0.1 PROTON_m_CC_d + 0.5 aADP_c_CC_d + 0.1 aATP_m_CC_d <=> 0.8 ADP_m_CC_d + 0.65 ATP_c_CC_d + 0.15 PROTON_c_CC_d + 0.2 aADP_m_CC_d + 0.35 aATP_c_CC_d,-10,10,0.221498619,-10,10,0.198399564,0.28219695,0.2794031
GAP_Pi_pc_MC_d,,,GAP_p_MC_d + 0.7 Pi_c_MC_d + 0.3 aPi_c_MC_d <=> GAP_c_MC_d + 0.3 PROTON_c_MC_d + Pi_p_MC_d,-1000,1000,0.217301946,-1000,1000,0.22438142,0.29619611,0.222724889
6PGLUCONDEHYDROG_RXN_c_MC_d,,pentosephosphatepathway(oxidativebranch),CPD_2961_c_MC_d + NADP_c_MC_d --> CARBON_DIOXIDE_c_MC_d + NADPH_c_MC_d + RIBULOSE_5P_c_MC_d,0,1000,0.217241332,0.217241335,0.217241332,0.22438142,0.219588662,0.222724889
6PGLUCONOLACT_RXN_c_MC_d,,pentosephosphatepathway(oxidativebranch),D_6_P_GLUCONO_DELTA_LACTONE_c_MC_d + WATER_c_MC_d --> CPD_2961_c_MC_d + PROTON_c_MC_d,0,1000,0.217241332,0.217241334,0.217241332,0.22438142,0.219588662,0.222724889
